IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,fossil_bio,Substance,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,bio,CO2,2010,29770.14935,29770.14935,29770.14935,29770.14935,29770.14935,29770.14935,29770.14935,29770.14935,29770.14935,29770.14935,29770.14935,29770.14935
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,bio,CO2,2010,2056.805357,2006.659337,2089.171577,2135.810927,2121.018012,2136.770881,2056.52902,2006.259458,2088.868578,2135.738041,2121.096946,2136.945306
Non-Annex_I,Western_Africa,NGA,Nigeria,2.C,Metal Industry,fossil,CO2,2010,2.804291353,2.73583622,2.848410401,2.912156409,2.892091776,2.913633841,2.804291353,2.73583622,2.848410401,2.912156409,2.892091776,2.913633841
Non-Annex_I,Western_Africa,NGA,Nigeria,2.D,Non-Energy Products from Fuels and Solvent Use,fossil,CO2,2010,79.22235474,78.89658256,81.81933615,83.03297654,80.50739073,80.39331707,79.2411458,78.91170905,81.83095786,83.03503374,80.49957421,80.37575998
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.5,Non-Specified,fossil,CO2,2010,330.9305337,330.9305337,330.9305337,330.9305337,330.9305337,330.9305337,330.9305337,330.9305337,330.9305337,330.9305337,330.9305337,330.9305337
Non-Annex_I,Western_Africa,NGA,Nigeria,2.B,Chemical Industry,fossil,CO2,2010,52.37138797,51.09295792,53.1953308,54.38581585,54.0110999,54.41340756,52.37138797,51.09295792,53.1953308,54.38581585,54.0110999,54.41340756
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,fossil,CO2,2010,149.9740536,149.9740536,149.9740536,149.9740536,149.9740536,149.9740536,149.9740536,149.9740536,149.9740536,149.9740536,149.9740536,149.9740536
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.4,Other Process Uses of Carbonates,fossil,CO2,2010,2.734808572,2.668049573,2.777834469,2.840001023,2.820433537,2.841441848,2.734808572,2.668049573,2.777834469,2.840001023,2.820433537,2.841441848
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.d,Water-borne Navigation,fossil,CO2,2010,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CO2,2010,841.2540032,747.7695225,803.8688571,772.0371361,844.0689466,884.5149626,904.0865836,909.6433486,810.6586044,809.6150471,782.3596756,860.3703222
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.1,Solid Fuels,fossil,CO2,2010,0.016432406,0.016432406,0.016432406,0.016432406,0.016432406,0.016432406,0.016432406,0.016432406,0.016432406,0.016432406,0.016432406,0.016432406
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.c,Railways,fossil,CO2,2010,11.08528162,11.23947358,11.49447182,11.96338695,11.82528934,11.37549169,11.08528162,11.23947358,11.49447182,11.96338695,11.82528934,11.37549169
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.3,Glass Production,fossil,CO2,2010,0.653417388,0.637475804,0.663686855,0.67851515,0.673817207,0.678820356,0.653330275,0.637365752,0.663607846,0.678494483,0.673842815,0.678876069
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CO2,2010,762.7642231,744.5560381,738.8352964,763.0918328,758.0903589,757.2484704,762.7642231,744.5560381,738.8352964,763.0918328,758.0903589,757.2484704
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,fossil,CO2,2010,194.441778,189.699952,197.5014041,201.9127661,200.5158167,202.0059578,194.4211103,189.6700444,197.4787424,201.9073148,200.5217202,202.0190034
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.2,Oil and Natural Gas,fossil,CO2,2010,2417.759857,2417.759857,2417.759857,2417.759857,2417.759857,2417.759857,2417.759857,2417.759857,2417.759857,2417.759857,2417.759857,2417.759857
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.1,Cement production,fossil,CO2,2010,298.4057203,291.1483528,303.1084002,309.8458195,307.682953,309.9590387,298.3072154,290.9987673,302.993227,309.8189349,307.7109129,310.020658
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.a,Civil Aviation,fossil,CO2,2010,41.72144291,41.72144291,41.72144291,41.72144291,41.72144291,41.72144291,41.72144291,41.72144291,41.72144291,41.72144291,41.72144291,41.72144291
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.3,Urea application,fossil,CO2,2010,12.76727233,17.97289704,50.80188065,70.04985814,46.17425542,22.00106728,12.76635346,17.97178377,50.80068828,70.04812714,46.17292295,22.00138025
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.b_noRES,Road Transportation no resuspension,fossil,CO2,2010,2326.769866,2359.168237,2412.721195,2511.134528,2482.188233,2387.837285,2326.929988,2359.27534,2412.787407,2511.199949,2482.175195,2387.717577
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,bio,CO2,2011,2295.465887,2239.501283,2331.587717,2383.638683,2367.129171,2384.709851,2295.157097,2239.054442,2331.249135,2383.557238,2367.217375,2384.904761
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.1,Emissions from biomass burning,bio,CO2,2011,458.9527213,646.0288001,1824.665667,2516.035131,1658.535617,789.5802519,457.6676595,644.383092,1822.553214,2513.010803,1656.376948,789.851553
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,bio,CO2,2011,30750.00928,30750.00928,30750.00928,30750.00928,30750.00928,30750.00928,30750.00928,30750.00928,30750.00928,30750.00928,30750.00928,30750.00928
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.a,Civil Aviation,fossil,CO2,2011,45.70756803,45.70756803,45.70756803,45.70756803,45.70756803,45.70756803,45.70756803,45.70756803,45.70756803,45.70756803,45.70756803,45.70756803
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CO2,2011,967.3307274,851.0954126,899.7068574,811.5327554,856.4848221,873.421938,958.5631536,950.0162855,866.7011922,870.2893832,861.5111302,912.4969109
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.d,Water-borne Navigation,fossil,CO2,2011,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453
Non-Annex_I,Western_Africa,NGA,Nigeria,2.D,Non-Energy Products from Fuels and Solvent Use,fossil,CO2,2011,77.96709084,77.71972246,80.6738258,81.78477473,79.27533368,79.16468247,77.98599044,77.73493507,80.6855135,81.78684421,79.26747277,79.1470244
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.c,Railways,fossil,CO2,2011,12.6320651,12.80777222,13.0983516,13.63269676,13.47532971,12.9627696,12.6320651,12.80777222,13.0983516,13.63269676,13.47532971,12.9627696
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.2,Liming,fossil,CO2,2011,0.001161864,0.0016356,0.004623252,0.006374922,0.004202103,0.002002259,0.001161864,0.0016356,0.004623252,0.006374922,0.004202103,0.002002259
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.1,Cement production,fossil,CO2,2011,348.2493131,339.779726,353.7374956,361.600286,359.0761496,361.7324165,348.1343547,339.6051548,353.6030846,361.5689109,359.1087797,361.8043283
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CO2,2011,956.751039,930.197187,921.8543605,957.2288076,949.9349231,948.7071576,956.751039,930.197187,921.8543605,957.2288076,949.9349231,948.7071576
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.2,Oil and Natural Gas,fossil,CO2,2011,2367.916697,2367.916697,2367.916697,2367.916697,2367.916697,2367.916697,2367.916697,2367.916697,2367.916697,2367.916697,2367.916697,2367.916697
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.4,Other Process Uses of Carbonates,fossil,CO2,2011,3.65801784,3.568722519,3.715568302,3.798720873,3.772547848,3.800648088,3.65801784,3.568722519,3.715568302,3.798720873,3.772547848,3.800648088
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.5,Non-Specified,fossil,CO2,2011,273.4572689,273.4572689,273.4572689,273.4572689,273.4572689,273.4572689,273.4572689,273.4572689,273.4572689,273.4572689,273.4572689,273.4572689
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,fossil,CO2,2011,579.8350537,565.6953838,588.9590903,602.1127151,597.9460944,602.3892468,579.7703588,565.6017657,588.8881534,602.0956514,597.964574,602.4300826
Non-Annex_I,Western_Africa,NGA,Nigeria,2.C,Metal Industry,fossil,CO2,2011,2.389798874,2.331461855,2.42739684,2.481720774,2.464621824,2.482979833,2.389798874,2.331461855,2.42739684,2.481720774,2.464621824,2.482979833
Non-Annex_I,Western_Africa,NGA,Nigeria,2.B,Chemical Industry,fossil,CO2,2011,54.21562409,52.89217468,55.06858172,56.30098919,55.91307778,56.32955253,54.21562409,52.89217468,55.06858172,56.30098919,55.91307778,56.32955253
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.1,Solid Fuels,fossil,CO2,2011,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.b_noRES,Road Transportation no resuspension,fossil,CO2,2011,2482.952469,2517.525555,2574.673213,2679.692464,2648.803172,2548.11899,2483.123338,2517.639847,2574.74387,2679.762276,2648.789259,2547.991247
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.3,Urea application,fossil,CO2,2011,3.606058326,5.076363481,14.34876143,19.78526561,13.04170961,6.214101949,3.605798796,5.076049043,14.34842465,19.7847767,13.04133326,6.214190345
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,fossil,CO2,2011,197.66259,197.66259,197.66259,197.66259,197.66259,197.66259,197.66259,197.66259,197.66259,197.66259,197.66259,197.66259
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.3,Glass Production,fossil,CO2,2011,0.671229851,0.654853692,0.681779268,0.697011791,0.692185779,0.697325316,0.671140363,0.65474064,0.681698106,0.69699056,0.692212085,0.697382548
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,bio,CO2,2012,32105.69194,32105.69194,32105.69194,32105.69194,32105.69194,32105.69194,32105.69194,32105.69194,32105.69194,32105.69194,32105.69194,32105.69194
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,bio,CO2,2012,2542.726331,2480.733958,2582.739157,2640.395851,2622.107294,2641.581283,2542.381781,2480.235369,2582.361365,2640.304974,2622.205712,2641.798765
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.1,Emissions from biomass burning,bio,CO2,2012,529.3306714,745.0938683,2104.468407,2901.855688,1912.863201,910.658169,527.8485521,743.1957996,2102.032021,2898.367596,1910.373512,910.9710727
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,fossil,CO2,2012,498.8479033,486.6823132,506.6974638,518.015449,514.4318308,518.2550362,498.7959972,486.6072014,506.6405496,518.0017585,514.4466574,518.2877996
Non-Annex_I,Western_Africa,NGA,Nigeria,2.C,Metal Industry,fossil,CO2,2012,3.370984951,3.288696346,3.424019613,3.500647469,3.476528158,3.502423463,3.370984951,3.288696346,3.424019613,3.500647469,3.476528158,3.502423463
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.1,Cement production,fossil,CO2,2012,464.3324175,453.0396346,471.6499942,482.1337147,478.7681995,482.3098887,464.1791396,452.8068731,471.4707795,482.0918812,478.8117063,482.4057711
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,fossil,CO2,2012,131.7502578,131.7502578,131.7502578,131.7502578,131.7502578,131.7502578,131.7502578,131.7502578,131.7502578,131.7502578,131.7502578,131.7502578
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.3,Urea application,fossil,CO2,2012,8.307628042,11.69491333,33.05664024,45.58124483,30.04545757,14.31603234,8.307030138,11.69418893,33.05586437,45.58011847,30.04459054,14.31623598
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.b_noRES,Road Transportation no resuspension,fossil,CO2,2012,2754.632365,2792.988372,2856.389017,2972.899273,2938.630133,2826.929282,2754.82193,2793.115169,2856.467405,2972.976724,2938.614698,2826.787561
Non-Annex_I,Western_Africa,NGA,Nigeria,2.B,Chemical Industry,fossil,CO2,2012,89.72222871,87.53203293,91.13380076,93.17332989,92.53136963,93.22059978,89.72222871,87.53203293,91.13380076,93.17332989,92.53136963,93.22059978
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.2,Oil and Natural Gas,fossil,CO2,2012,1605.298413,1605.298413,1605.298413,1605.298413,1605.298413,1605.298413,1605.298413,1605.298413,1605.298413,1605.298413,1605.298413,1605.298413
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.3,Glass Production,fossil,CO2,2012,0.689546441,0.672723407,0.700383732,0.71603192,0.711074216,0.716354001,0.689454511,0.672607271,0.700300355,0.716010111,0.71110124,0.716412795
Non-Annex_I,Western_Africa,NGA,Nigeria,2.D,Non-Energy Products from Fuels and Solvent Use,fossil,CO2,2012,78.21404313,77.96598856,80.92955074,82.04393892,79.5265403,79.41556226,78.23308668,77.98131538,80.94132595,82.04602469,79.51862053,79.39777026
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.4,Other Process Uses of Carbonates,fossil,CO2,2012,4.431752317,4.323569481,4.501475705,4.602216492,4.570507417,4.604551348,4.431752317,4.323569481,4.501475705,4.602216492,4.570507417,4.604551348
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.1,Solid Fuels,fossil,CO2,2012,0.020756723,0.020756723,0.020756723,0.020756723,0.020756723,0.020756723,0.020756723,0.020756723,0.020756723,0.020756723,0.020756723,0.020756723
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.a,Civil Aviation,fossil,CO2,2012,47.56775975,47.56775975,47.56775975,47.56775975,47.56775975,47.56775975,47.56775975,47.56775975,47.56775975,47.56775975,47.56775975,47.56775975
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.5,Non-Specified,fossil,CO2,2012,347.0002435,347.0002435,347.0002435,347.0002435,347.0002435,347.0002435,347.0002435,347.0002435,347.0002435,347.0002435,347.0002435,347.0002435
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CO2,2012,1028.307471,906.4662839,955.3742005,826.4503143,936.9964021,999.5616013,1065.36174,1048.60528,992.4051966,956.0685114,937.4734958,983.3520539
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.d,Water-borne Navigation,fossil,CO2,2012,9.892967795,9.892967795,9.892967795,9.892967795,9.892967795,9.892967795,9.892967795,9.892967795,9.892967795,9.892967795,9.892967795,9.892967795
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.c,Railways,fossil,CO2,2012,15.21003757,15.42160329,15.77148458,16.41487977,16.225397,15.60823278,15.21003757,15.42160329,15.77148458,16.41487977,16.225397,15.60823278
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CO2,2012,1014.662117,985.3263757,976.109521,1015.189938,1007.131917,1005.775526,1014.662117,985.3263757,976.109521,1015.189938,1007.131917,1005.775526
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.1,Emissions from biomass burning,bio,CO2,2013,530.8936931,747.2940012,2110.682538,2910.424364,1918.511554,913.3471846,529.4071974,745.390328,2108.238957,2906.925973,1916.014514,913.6610123
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,bio,CO2,2013,2411.248423,2352.461502,2449.192286,2503.867726,2486.524842,2504.991892,2410.921755,2351.98879,2448.8341,2503.781565,2486.618152,2505.198087
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,bio,CO2,2013,32648.1298,32648.1298,32648.1298,32648.1298,32648.1298,32648.1298,32648.1298,32648.1298,32648.1298,32648.1298,32648.1298,32648.1298
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CO2,2013,1030.877015,998.2834727,988.0430651,1031.463452,1022.510569,1021.003548,1030.877015,998.2834727,988.0430651,1031.463452,1022.510569,1021.003548
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,fossil,CO2,2013,133.2974361,133.2974361,133.2974361,133.2974361,133.2974361,133.2974361,133.2974361,133.2974361,133.2974361,133.2974361,133.2974361,133.2974361
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.5,Non-Specified,fossil,CO2,2013,441.4156682,441.4156682,441.4156682,441.4156682,441.4156682,441.4156682,441.4156682,441.4156682,441.4156682,441.4156682,441.4156682,441.4156682
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.4,Other Process Uses of Carbonates,fossil,CO2,2013,2.875700468,2.805502178,2.920942973,2.986312224,2.96573666,2.987827278,2.875700468,2.805502178,2.920942973,2.986312224,2.96573666,2.987827278
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.d,Water-borne Navigation,fossil,CO2,2013,10.42772281,10.42772281,10.42772281,10.42772281,10.42772281,10.42772281,10.42772281,10.42772281,10.42772281,10.42772281,10.42772281,10.42772281
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.c,Railways,fossil,CO2,2013,16.49902381,16.72851882,17.10805107,17.80597128,17.60043064,16.93096438,16.49902381,16.72851882,17.10805107,17.80597128,17.60043064,16.93096438
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CO2,2013,1102.380904,916.4232919,969.4821105,920.5584067,1005.465207,1048.842367,1070.973009,1047.803635,973.8115008,937.3764227,943.4026842,957.4137329
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.1,Solid Fuels,fossil,CO2,2013,0.019026996,0.019026996,0.019026996,0.019026996,0.019026996,0.019026996,0.019026996,0.019026996,0.019026996,0.019026996,0.019026996,0.019026996
Non-Annex_I,Western_Africa,NGA,Nigeria,2.D,Non-Energy Products from Fuels and Solvent Use,fossil,CO2,2013,78.53239919,78.28068205,81.25349293,82.37546292,79.84869886,79.73722634,78.55156651,78.29610706,81.26534338,82.37756269,79.84072847,79.71931919
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.a,Civil Aviation,fossil,CO2,2013,39.86125119,39.86125119,39.86125119,39.86125119,39.86125119,39.86125119,39.86125119,39.86125119,39.86125119,39.86125119,39.86125119,39.86125119
Non-Annex_I,Western_Africa,NGA,Nigeria,2.C,Metal Industry,fossil,CO2,2013,0.737543632,0.719539566,0.749147178,0.765912719,0.760635613,0.766301292,0.737543632,0.719539566,0.749147178,0.765912719,0.760635613,0.766301292
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.3,Glass Production,fossil,CO2,2013,0.689527891,0.67270531,0.70036489,0.716012658,0.711055087,0.71633473,0.689435963,0.672589176,0.700281515,0.715990848,0.711082109,0.716393522
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.1,Cement production,fossil,CO2,2013,555.8216438,542.3037999,564.5810311,577.1304,573.1017642,577.3412863,555.638165,542.0251765,564.3665052,577.0803239,573.1538433,577.4560607
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,fossil,CO2,2013,531.4420031,518.4815627,539.8044479,551.861873,548.0440637,552.1170466,531.3865538,518.4013236,539.7436488,551.8472479,548.0599023,552.1520465
Non-Annex_I,Western_Africa,NGA,Nigeria,2.B,Chemical Industry,fossil,CO2,2013,78.57211202,76.65410006,79.80826274,81.59433197,81.03215051,81.63572745,78.57211202,76.65410006,79.80826274,81.59433197,81.03215051,81.63572745
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.3,Urea application,fossil,CO2,2013,16.05837113,22.60588193,63.89739583,88.10704359,58.07687899,27.67241855,16.0572154,22.60448169,63.89589609,88.10486638,58.07520305,27.6728122
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.2,Oil and Natural Gas,fossil,CO2,2013,1556.642526,1556.642526,1556.642526,1556.642526,1556.642526,1556.642526,1556.642526,1556.642526,1556.642526,1556.642526,1556.642526,1556.642526
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.b_noRES,Road Transportation no resuspension,fossil,CO2,2013,3538.786113,3588.060822,3669.509557,3819.186472,3775.162029,3631.663598,3539.029642,3588.223713,3669.610259,3819.285971,3775.1422,3631.481534
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,bio,CO2,2014,1394.067469,1360.079709,1416.00478,1447.615479,1437.58866,1448.265417,1393.878603,1359.806407,1415.797691,1447.565665,1437.642608,1448.38463
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.1,Emissions from biomass burning,bio,CO2,2014,571.7293764,804.7749275,2273.033616,3134.290591,2066.08108,983.6007154,570.1285413,802.724826,2270.402079,3130.523107,2063.39197,983.9386823
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,bio,CO2,2014,33604.59387,33604.59387,33604.59387,33604.59387,33604.59387,33604.59387,33604.59387,33604.59387,33604.59387,33604.59387,33604.59387,33604.59387
Non-Annex_I,Western_Africa,NGA,Nigeria,2.D,Non-Energy Products from Fuels and Solvent Use,fossil,CO2,2014,89.35899874,88.53612661,91.34995305,93.2380763,90.53794526,90.39939438,89.37829134,88.55165101,91.36187966,93.24019025,90.52992364,90.38137067
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.3,Urea application,fossil,CO2,2014,8.777785014,12.35676832,34.92742812,48.16084275,31.74583237,15.12622537,8.777153271,12.35600292,34.92660834,48.15965265,31.74491627,15.12644055
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.c,Railways,fossil,CO2,2014,17.78801004,18.03543435,18.44461756,19.19706279,18.97546428,18.25369597,17.78801004,18.03543435,18.44461756,19.19706279,18.97546428,18.25369597
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CO2,2014,1144.774181,1026.995065,1112.399627,1080.952655,1152.846332,1135.552754,1186.229899,1239.630946,1129.31766,1093.85722,1112.779706,1158.900441
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.a,Civil Aviation,fossil,CO2,2014,23.65100904,23.65100904,23.65100904,23.65100904,23.65100904,23.65100904,23.65100904,23.65100904,23.65100904,23.65100904,23.65100904,23.65100904
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.2,Oil and Natural Gas,fossil,CO2,2014,1405.258769,1405.258769,1405.258769,1405.258769,1405.258769,1405.258769,1405.258769,1405.258769,1405.258769,1405.258769,1405.258769,1405.258769
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,fossil,CO2,2014,596.7023379,582.1503303,606.0916743,619.6298141,615.3432361,619.9164083,596.640271,582.0605151,606.023619,619.6134436,615.360965,619.9555853
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.3,Glass Production,fossil,CO2,2014,0.708362856,0.691080753,0.719495875,0.735571074,0.730478083,0.735901944,0.708268417,0.690961447,0.719410223,0.735548669,0.730505844,0.735962342
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.1,Cement production,fossil,CO2,2014,544.3445008,531.1057864,552.9230158,565.2132531,561.2678045,565.4197848,544.1648105,530.8329162,552.7129195,565.164211,561.3188082,565.5321893
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.4,Other Process Uses of Carbonates,fossil,CO2,2014,9.429818729,9.199628848,9.578175148,9.792529944,9.725059831,9.797498016,9.429818729,9.199628848,9.578175148,9.792529944,9.725059831,9.797498016
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CO2,2014,1078.14911,1039.000784,1026.70096,1078.853484,1068.100115,1066.290021,1078.14911,1039.000784,1026.70096,1078.853484,1068.100115,1066.290021
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.1,Solid Fuels,fossil,CO2,2014,0.019891859,0.019891859,0.019891859,0.019891859,0.019891859,0.019891859,0.019891859,0.019891859,0.019891859,0.019891859,0.019891859,0.019891859
Non-Annex_I,Western_Africa,NGA,Nigeria,2.B,Chemical Industry,fossil,CO2,2014,72.06291393,70.30379702,73.19665745,74.83476224,74.31915392,74.87272836,72.06291393,70.30379702,73.19665745,74.83476224,74.31915392,74.87272836
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.5,Non-Specified,fossil,CO2,2014,540.6160978,540.6160978,540.6160978,540.6160978,540.6160978,540.6160978,540.6160978,540.6160978,540.6160978,540.6160978,540.6160978,540.6160978
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.d,Water-borne Navigation,fossil,CO2,2014,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533,11.22985533
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.b_noRES,Road Transportation no resuspension,fossil,CO2,2014,3899.962058,3954.265846,4044.027411,4208.980667,4160.462997,4002.318814,3900.230442,3954.445363,4044.138391,4209.09032,4160.441144,4002.118168
Non-Annex_I,Western_Africa,NGA,Nigeria,2.C,Metal Industry,fossil,CO2,2014,0.475252272,0.463650961,0.482729269,0.49353251,0.490132092,0.493782895,0.475252272,0.463650961,0.482729269,0.49353251,0.490132092,0.493782895
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,fossil,CO2,2014,132.523847,132.523847,132.523847,132.523847,132.523847,132.523847,132.523847,132.523847,132.523847,132.523847,132.523847,132.523847
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,bio,CO2,2015,34227.5412,34227.5412,34227.5412,34227.5412,34227.5412,34227.5412,34227.5412,34227.5412,34227.5412,34227.5412,34227.5412,34227.5412
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,bio,CO2,2015,1410.728608,1376.334427,1432.928076,1464.916973,1454.770586,1465.575111,1410.538451,1376.059256,1432.719573,1464.866818,1454.824903,1465.695139
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.1,Emissions from biomass burning,bio,CO2,2015,582.2994872,819.6535754,2315.057374,3192.237235,2104.278707,1001.785488,580.6690559,817.5655717,2312.377185,3188.400098,2101.539881,1002.129703
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.1,Solid Fuels,fossil,CO2,2015,0.022054018,0.022054018,0.022054018,0.022054018,0.022054018,0.022054018,0.022054018,0.022054018,0.022054018,0.022054018,0.022054018,0.022054018
Non-Annex_I,Western_Africa,NGA,Nigeria,2.C,Metal Industry,fossil,CO2,2015,0.348919639,0.340402214,0.354409083,0.362340582,0.359844071,0.36252441,0.348919639,0.340402214,0.354409083,0.362340582,0.359844071,0.36252441
